seller_id,seller_zip_code_prefix,seller_city,seller_state,total_orders,average_price,total_revenue,average_delivery_time,average_monthly_transactions,average_distance_to_customers,seller_count_by_city,seller_count_by_state
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,38.0,43.06894736842106,2292.56,8.868421052631579,5.428571428571429,333.94151924004933,13,1849
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,21.0,137.34714285714284,3259.18,6.190476190476191,10.5,294.28631836019906,32,1849
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,40.0,63.212,3136.14,-1.55,3.6363636363636362,440.1849612787744,49,1849
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,3.0,34.9,149.51,9.666666666666666,1.0,613.5894607268873,694,1849
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,31.0,111.93548387096774,3937.0,6.580645161290323,2.8181818181818183,366.10106264919244,10,349
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,142.0,113.6355633802817,18382.53,-7.887323943661972,7.1,302.9393868744196,694,1849
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,141.0,211.42390070921985,31995.54,-6.404255319148936,7.421052631578948,321.8242394284458,13,1849
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,1.0,35.0,45.96,19.0,1.0,51.196009180339765,32,1849
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,2.0,144.9,327.1,7.0,2.0,0.0,18,1849
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,310.0,28.932645161290324,13486.650000000001,4.638709677419355,15.5,363.4347766743499,694,1849
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,4.0,252.88,1085.83,9.0,2.0,243.496716680896,22,190
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,303.0,69.46118811881189,26183.9,8.343234323432343,16.833333333333332,571.1137664046626,4,244
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,6.0,56.0,433.19,10.833333333333334,1.5,589.8438516599854,12,244
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,2.0,42.0,105.64,5.0,1.0,57.427441539001386,9,190
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,96.0,39.082812499999996,5291.98,4.114583333333333,12.0,381.7091567850663,49,1849
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,129.0,49.09627906976744,8028.89,5.976744186046512,6.45,250.9280830970593,32,1849
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,0.0,0.0,0.0,0.0,0.0,0.0,1,190
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,0.0,0.0,0.0,0.0,0.0,0.0,3,129
3296662b1331dea51e744505065ae889,15805,catanduva,SP,0.0,0.0,0.0,0.0,0.0,0.0,10,1849
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,19.0,62.01631578947368,1415.78,9.578947368421053,3.8,206.41071014684917,6,1849
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,1.0,70.0,77.78,5.0,1.0,48.59707941177843,694,1849
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,44.0,66.55681818181819,3691.45,11.772727272727273,3.3846153846153846,454.7832344276021,2,1849
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,38.0,51.05763157894737,2664.23,12.31578947368421,2.375,566.0741069277942,2,1849
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,35.0,218.51142857142855,8119.7699999999995,-23.62857142857143,5.0,234.39734588271935,10,1849
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,156.0,73.38801282051283,14148.75,10.570512820512821,7.8,633.6720161294382,4,190
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,10.0,64.28999999999999,772.45,8.4,1.4285714285714286,289.7950909977951,694,1849
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,1.0,119.9,133.84,1.0,1.0,97.0916366040233,32,1849
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,16.0,229.125,3947.27,10.8125,2.0,530.3433958849965,96,171
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,4.0,183.6675,795.67,6.75,1.3333333333333333,221.98266794597902,2,1849
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,1.0,99.9,116.04,22.0,1.0,1207.9462114642274,96,171
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1.0,189.9,204.81,7.0,1.0,327.7059440843632,694,1849
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,16.0,23.881249999999998,613.5799999999999,12.3125,3.2,342.3891578203248,1,171
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,5.0,115.9,674.33,17.8,1.6666666666666667,257.5909867113272,694,1849
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,16.0,59.925000000000004,1225.93,7.75,2.6666666666666665,542.481333501951,4,1849
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,11.0,95.6,1247.73,5.7272727272727275,5.5,297.94038847056737,45,1849
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,59.0,69.7,5027.82,10.203389830508474,5.363636363636363,566.7496393165201,10,1849
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,3.0,183.23333333333335,591.9100000000001,5.333333333333333,3.0,179.7610233140334,694,1849
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,29.0,55.282758620689656,2073.23,-30.413793103448278,4.142857142857143,405.54334790820076,68,244
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,0.0,0.0,0.0,0.0,0.0,0.0,96,171
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,6.0,87.08,618.99,8.833333333333334,1.2,289.700479702895,96,171
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,0.0,0.0,0.0,0.0,0.0,0.0,49,1849
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,2.0,79.9,181.32000000000002,2.5,2.0,64.6032293960691,694,1849
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,1.0,19.9,35.129999999999995,6.0,1.0,500.1460037508826,694,1849
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,75.0,41.063066666666664,4326.5599999999995,10.96,7.5,534.5598752482689,8,1849
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,6.0,51.65,390.84,-30.166666666666668,1.5,195.19341334874218,4,1849
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,0.0,0.0,0.0,0.0,0.0,0.0,11,1849
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,1.0,21.6,36.7,9.0,1.0,548.3296389258471,3,171
62760d278921b5f352461620d68a9cee,13320,salto,SP,3.0,132.33333333333334,450.1,19.333333333333332,3.0,332.20763795892157,9,1849
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,8.0,132.99,1181.63,5.875,2.6666666666666665,183.428284011626,12,1849
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,6.0,73.3,559.71,9.833333333333334,2.0,594.6782806432612,26,349
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,39.0,49.079487179487174,2477.6,-4.0,4.333333333333333,323.1050389962634,694,1849
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,0.0,0.0,0.0,0.0,0.0,0.0,52,1849
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,2.0,26.0,88.56,5.0,2.0,708.1931666811776,96,5
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,170.0,79.38017647058824,16534.25,9.858823529411765,9.444444444444445,326.7005720318359,3,244
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,241.0,197.11029045643156,52518.28,5.912863070539419,21.90909090909091,333.2126367843832,694,1849
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,0.0,0.0,0.0,0.0,0.0,0.0,1,1849
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,1.0,82.8,97.69,4.0,1.0,125.02155178053634,49,1849
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,18.0,85.53500000000001,1827.2,6.944444444444445,6.0,243.67341160962184,694,1849
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,129.0,116.01542635658915,17349.23,9.643410852713178,7.166666666666667,786.4728157072338,28,30
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,1.0,179.9,188.42000000000002,5.0,1.0,18.702995707639204,13,1849
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,9.0,29.255555555555556,367.34000000000003,9.666666666666666,1.5,238.64679185627048,694,1849
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,0.0,0.0,0.0,0.0,0.0,0.0,1,190
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,3.0,76.13333333333334,277.32,5.333333333333333,1.5,891.5093221133051,28,30
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,4.0,43.4975,205.72,6.25,1.3333333333333333,13.777459664345885,694,1849
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,88.0,92.82420454545455,9354.5,4.7272727272727275,4.631578947368421,246.88066387680365,694,1849
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,24.0,106.45833333333333,3110.13,15.875,3.0,0.0,2,4
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,2.0,146.92,336.79999999999995,7.0,1.0,469.68879739692636,13,1849
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,15.0,35.566,714.75,-35.4,1.6666666666666667,182.04924317614538,694,1849
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,8.0,117.74125000000001,1053.72,-61.75,2.6666666666666665,199.51641128441273,694,1849
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,4.0,192.4,843.6700000000001,8.0,1.3333333333333333,339.1627944217105,96,171
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,8.0,101.7,978.6600000000001,9.875,1.6,889.5119322507111,1,349
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,8.0,100.23625,913.71,12.125,1.6,308.7952652534476,96,171
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,19.0,20.51157894736842,573.4,-29.789473684210527,9.5,130.9123365504608,16,1849
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,38.0,142.22815789473685,6054.64,6.973684210526316,3.4545454545454546,372.5339218292332,694,1849
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,3.0,39.43,167.45000000000002,9.0,1.5,656.5574722572777,1,40
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,1.0,8.0,22.52,-190.0,1.0,379.96232849017383,127,349
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,25.0,98.40799999999999,2781.7,-14.16,1.7857142857142858,196.1461861920253,694,1849
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,17.0,48.93529411764706,1162.28,10.352941176470589,2.8333333333333335,861.8061162104867,1,129
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,2.0,25.9,94.0,6.5,1.0,619.9597081533448,694,1849
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,3.0,84.56666666666668,302.06,39.666666666666664,1.0,315.6321460938261,52,1849
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,4.0,92.15,433.62,-60.25,2.0,531.1592670196444,1,244
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,4.0,72.2175,363.14,9.0,1.3333333333333333,0.0,18,129
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,0.0,0.0,0.0,0.0,0.0,0.0,2,9
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,1.0,69.9,79.52000000000001,-605.0,1.0,3.127496842562428,127,349
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,3.0,29.933333333333334,133.85,6.333333333333333,3.0,282.8011515992959,20,1849
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,2.0,79.44,201.26999999999998,6.5,1.0,528.7529675816347,127,349
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,4.0,83.7475,382.39,7.25,1.3333333333333333,0.0,7,19
b18dc380845b24038cfc48006478f099,9951,diadema,SP,40.0,150.1105,6618.89,-0.5,4.0,206.16290106864076,9,1849
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,8.0,54.9925,574.84,17.625,2.6666666666666665,325.4283747701232,9,1849
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,0.0,0.0,0.0,0.0,0.0,0.0,6,1849
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,28.0,51.66428571428571,1836.9899999999998,-14.071428571428571,4.0,207.37708231833352,50,1849
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,46.0,103.06434782608696,5302.24,-2.652173913043478,5.111111111111111,283.8633455748911,10,1849
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,7.0,137.81,1100.2,-44.285714285714285,1.75,735.3260897775705,2,40
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,0.0,0.0,0.0,0.0,0.0,0.0,10,190
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,2.0,98.7,250.8,15.0,1.0,0.0,694,1849
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,1.0,128.65,143.3,8.0,1.0,490.73392752447245,694,1849
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,1.0,12.5,19.89,3.0,1.0,54.80061872141433,694,1849
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,29.0,129.55379310344827,4262.43,8.10344827586207,4.142857142857143,333.6801724198347,127,349
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,8.0,79.275,778.6300000000001,10.125,2.0,612.3629221991249,3,349
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,24.0,152.54166666666666,4155.47,-6.458333333333333,4.8,443.3997123634962,694,1849
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,6.0,55.833333333333336,426.76,7.5,2.0,482.9189893322252,694,1849
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,26.0,28.802307692307693,1069.87,7.5,6.5,176.10227922249237,694,1849
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,2.0,123.995,289.8,7.5,1.0,750.5905773562281,40,349
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,2.0,78.7,181.13,-280.0,1.0,212.5650800243482,694,1849
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,7.0,166.5,1267.48,7.571428571428571,2.3333333333333335,105.73047434879383,694,1849
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,116.0,94.89655172413794,12817.56,-2.560344827586207,6.444444444444445,466.61133539129276,68,244
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,1.0,125.9,137.39000000000001,-160.0,1.0,84.99449342474523,3,1849
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,1.0,146.99,168.29000000000002,21.0,1.0,0.0,694,1849
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,24.0,65.865,1881.93,5.666666666666667,3.4285714285714284,186.32114665436214,17,1849
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,24.0,87.83166666666666,2479.83,-4.333333333333333,2.4,300.8797984655937,16,1849
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,0.0,0.0,0.0,0.0,0.0,0.0,13,1849
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,301.0,46.456345514950165,17911.03,6.893687707641196,16.72222222222222,284.566714395128,694,1849
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,0.0,0.0,0.0,0.0,0.0,0.0,6,244
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,8.0,108.66125,997.65,10.625,2.0,362.50203489985176,52,1849
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,0.0,0.0,0.0,0.0,0.0,0.0,8,171
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,2.0,145.13,328.06,24.0,1.0,763.3088199404272,3,1849
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,6.0,32.666666666666664,275.15,-75.66666666666667,1.2,184.26370201621904,10,1849
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,5.0,95.718,551.62,-86.2,1.0,235.79154960256423,32,1849
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,29.0,84.08000000000001,2857.36,12.068965517241379,2.4166666666666665,297.0072302466692,7,171
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,0.0,0.0,0.0,0.0,0.0,0.0,1,4
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,3.0,169.0,559.77,16.0,1.0,397.9316476366103,1,190
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,5.0,29.0,210.44,13.6,1.6666666666666667,169.166462217135,694,1849
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,92.0,78.35489130434783,8888.11,7.554347826086956,4.6,596.079436560297,2,190
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,3.0,24.74,120.19,6.333333333333333,1.5,288.6660228978665,52,1849
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,2.0,268.95,570.3399999999999,10.5,1.0,189.12855055885714,694,1849
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,9.0,94.69777777777777,1037.48,12.0,2.25,730.995362433458,3,129
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,1.0,54.86,72.52,20.0,1.0,0.0,7,13
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,5.0,19.7,158.05,9.6,2.5,43.914868921264116,50,1849
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,1.0,28.99,42.07,4.0,1.0,77.07591176297049,50,1849
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,1.0,18.0,26.29,15.0,1.0,31.119604409119415,1,1849
